Student ID,Name,Gender,Age,Department,Semester,Attendance (%),Internal Marks,Midterm Marks,Final Exam Marks,Total Marks,GPA,Result,Backlogs,Scholarship,Hostel Resident,Extra Curricular Score,Parental Income (USD),Internet Access,Study Hours per Day
STD00214,Student_214,Male,23,BBA,5,77.58,13,46,60,119,3.3,Pass,0,No,No,55.96,7261.21,Yes,4.27
STD00215,Student_215,Male,17,EEE,2,78.87,28,33,50,111,3.3,Fail,2,No,Yes,36.62,1773.28,Yes,4.37
STD00216,Student_216,Male,19,CE,2,72.14,15,35,54,104,3.0,Fail,2,No,No,51.76,5075.0,Yes,4.05
STD00217,Student_217,Female,19,CSE,8,82.34,28,40,47,115,3.3,Fail,2,No,No,57.38,4987.54,Yes,4.45
STD00218,Student_218,Male,18,BBA,3,83.07,25,48,41,114,3.3,Fail,2,No,No,91.0,5309.14,No,4.63
STD00219,Student_219,Female,17,CE,6,90.73,25,45,41,111,3.3,Fail,1,No,Yes,73.83,10402.01,No,3.22
STD00220,Student_220,Male,22,BBA,2,86.06,13,31,64,108,3.3,Fail,2,No,No,11.48,1000.07,Yes,4.18
STD00221,Student_221,Male,17,Textile,6,99.12,14,40,58,112,3.3,Fail,2,No,No,32.63,5687.83,No,0.5
STD00222,Student_222,Male,21,BBA,1,90.89,19,34,43,96,3.0,Fail,1,No,No,82.12,5279.21,Yes,0.94
STD00223,Student_223,Female,19,CE,6,100.0,14,20,42,76,2.5,Pass,0,No,No,45.64,6253.31,Yes,3.57
STD00224,Student_224,Female,22,ME,8,73.5,18,47,48,113,3.3,Fail,2,No,No,67.52,3607.36,Yes,4.41
STD00225,Student_225,Female,23,BBA,2,94.97,27,27,49,103,3.0,Fail,2,No,No,47.35,7034.63,Yes,1.32
STD00226,Student_226,Female,23,ME,8,69.32,15,43,31,89,2.5,Fail,2,No,Yes,77.5,4581.49,Yes,2.27
STD00227,Student_227,Male,19,BBA,3,95.6,23,44,41,108,3.3,Pass,0,No,No,67.24,5947.58,Yes,4.41
STD00228,Student_228,Female,17,Textile,1,88.83,29,22,39,90,3.0,Pass,0,No,No,76.8,7320.34,Yes,0.5
STD00229,Student_229,Male,22,CE,3,82.74,25,31,65,121,3.7,Pass,0,No,No,23.14,3612.19,Yes,2.93
STD00230,Student_230,Male,18,BBA,6,87.1,12,47,46,105,3.3,Pass,0,No,No,70.0,6016.82,Yes,5.26
STD00231,Student_231,Female,23,EEE,3,80.09,10,25,36,71,2.0,Fail,2,No,No,32.17,4796.51,Yes,2.23
STD00232,Student_232,Female,17,Textile,6,79.15,15,48,66,129,3.7,Pass,0,No,Yes,77.14,6188.13,Yes,1.81
STD00233,Student_233,Female,18,EEE,4,89.38,10,46,65,121,3.7,Pass,0,No,No,100.0,4237.17,Yes,4.05
STD00234,Student_234,Female,24,Textile,6,68.8,15,45,47,107,3.3,Pass,0,No,Yes,27.72,5044.16,Yes,4.29
STD00235,Student_235,Female,22,Textile,5,88.29,14,28,42,84,2.5,Fail,2,No,No,71.69,6657.35,Yes,6.77
STD00236,Student_236,Female,19,BBA,3,83.75,21,39,42,102,3.0,Fail,1,No,No,32.34,1138.16,Yes,2.88
STD00237,Student_237,Female,24,CE,2,81.73,15,44,69,128,3.7,Fail,2,No,No,47.93,8985.81,Yes,2.9
STD00238,Student_238,Female,21,CE,4,80.08,17,41,41,99,3.0,Fail,1,No,No,51.15,4323.94,No,0.5
STD00239,Student_239,Male,24,CSE,7,87.36,28,39,44,111,3.3,Fail,1,No,No,72.4,7280.57,Yes,2.8
STD00240,Student_240,Female,20,CE,1,95.32,14,25,66,105,3.3,Fail,1,Yes,Yes,79.73,6919.9,No,1.1
STD00241,Student_241,Female,19,ME,6,100.0,24,34,32,90,3.0,Fail,1,No,No,79.66,5080.26,Yes,3.56
STD00242,Student_242,Male,18,BBA,5,96.2,23,41,39,103,3.0,Pass,0,Yes,No,41.7,3437.93,No,4.79
STD00243,Student_243,Female,17,EEE,4,93.31,25,23,52,100,3.0,Pass,0,No,No,71.89,5418.15,Yes,1.09
STD00244,Student_244,Male,24,CE,3,77.12,15,45,33,93,3.0,Fail,1,No,No,44.13,9248.64,Yes,3.05
STD00245,Student_245,Male,23,EEE,7,79.03,26,24,54,104,3.0,Pass,0,Yes,No,57.89,1000.0,No,2.14
STD00246,Student_246,Female,22,CSE,7,84.95,26,36,30,92,3.0,Fail,2,Yes,No,44.08,7197.43,Yes,0.95
STD00247,Student_247,Male,24,BBA,4,89.44,25,28,34,87,2.5,Fail,2,No,No,71.16,3975.33,Yes,3.29
STD00248,Student_248,Male,19,CE,2,80.47,10,30,34,74,2.0,Fail,0,No,No,45.99,1000.0,No,2.26
STD00249,Student_249,Male,23,EEE,2,96.86,27,46,56,129,3.7,Fail,2,No,No,59.23,1323.45,Yes,3.96
STD00250,Student_250,Male,23,Textile,2,78.28,13,26,36,75,2.5,Fail,1,No,Yes,70.94,2997.86,Yes,3.07
STD00251,Student_251,Female,21,CE,5,72.41,12,40,53,105,3.3,Fail,1,Yes,Yes,25.79,2652.71,Yes,3.31
STD00252,Student_252,Male,22,CSE,8,95.36,12,40,52,104,3.0,Pass,0,No,Yes,80.06,4608.56,No,2.95
STD00253,Student_253,Female,24,Textile,7,87.36,22,25,37,84,2.5,Fail,1,No,Yes,96.5,5309.02,Yes,3.5
STD00254,Student_254,Male,18,EEE,4,82.13,29,30,59,118,3.3,Fail,1,No,No,36.02,6489.6,Yes,5.82
STD00255,Student_255,Male,22,EEE,8,71.29,13,33,60,106,3.3,Pass,0,No,No,21.79,6818.65,Yes,4.57
STD00256,Student_256,Male,24,BBA,4,94.85,20,43,45,108,3.3,Pass,0,Yes,No,67.42,3902.65,Yes,1.44
STD00257,Student_257,Male,22,BBA,7,100.0,14,30,57,101,3.0,Fail,1,Yes,No,72.79,8134.83,Yes,6.06
STD00258,Student_258,Female,17,EEE,3,89.95,11,38,30,79,2.5,Fail,2,Yes,Yes,31.9,6545.02,Yes,2.65
STD00259,Student_259,Female,20,Textile,1,78.64,15,32,40,87,2.5,Pass,0,No,No,49.24,8526.02,No,2.37
STD00260,Student_260,Male,24,BBA,8,87.38,14,27,67,108,3.3,Pass,0,No,No,64.62,6261.73,Yes,3.44
STD00261,Student_261,Male,23,EEE,2,90.63,10,38,52,100,3.0,Pass,0,No,No,55.04,3664.13,Yes,1.45
STD00262,Student_262,Female,18,Textile,1,89.98,20,45,61,126,3.7,Pass,0,No,Yes,77.04,3608.19,No,3.62
STD00263,Student_263,Male,24,ME,7,76.87,15,33,61,109,3.3,Fail,2,No,No,69.13,2410.92,Yes,4.02
STD00264,Student_264,Male,24,CE,7,79.95,26,24,58,108,3.3,Fail,2,No,No,42.09,3273.18,Yes,2.59
STD00265,Student_265,Male,17,ME,1,77.53,20,30,60,110,3.3,Pass,0,No,No,76.93,4907.32,Yes,3.3
STD00266,Student_266,Female,23,ME,2,88.7,16,40,48,104,3.0,Pass,0,No,Yes,57.14,3600.75,Yes,2.78
STD00267,Student_267,Female,20,CE,8,84.36,25,21,38,84,2.5,Fail,1,No,No,39.5,4409.56,Yes,0.5
STD00268,Student_268,Female,17,EEE,8,96.51,29,34,61,124,3.7,Pass,0,No,No,50.12,6038.25,Yes,2.44
STD00269,Student_269,Male,20,EEE,2,87.47,14,35,60,109,3.3,Pass,0,No,No,71.89,4270.19,Yes,1.96
STD00270,Student_270,Male,20,BBA,8,92.12,16,20,34,70,2.0,Fail,1,Yes,No,32.63,11373.67,Yes,2.72
STD00271,Student_271,Female,20,CSE,3,82.31,12,22,52,86,2.5,Fail,2,No,No,36.88,4361.36,Yes,1.04
STD00272,Student_272,Female,17,EEE,5,66.94,11,29,50,90,3.0,Fail,1,No,No,94.12,9797.23,Yes,0.85
STD00273,Student_273,Female,22,CE,2,98.47,10,23,49,82,2.5,Pass,0,No,Yes,40.46,3531.97,Yes,1.71
STD00274,Student_274,Female,24,CSE,1,86.25,17,42,42,101,3.0,Fail,2,No,No,85.57,3507.7,Yes,3.72
STD00275,Student_275,Male,20,CE,8,89.13,16,42,49,107,3.3,Pass,0,No,Yes,31.53,8824.48,Yes,2.88
STD00276,Student_276,Female,22,CE,8,93.17,19,48,42,109,3.3,Fail,2,No,Yes,65.79,7015.85,Yes,1.46
STD00277,Student_277,Male,24,CE,7,87.58,23,35,36,94,3.0,Fail,1,No,No,79.67,4727.2,Yes,0.96
STD00278,Student_278,Female,23,CSE,3,66.44,18,28,63,109,3.3,Fail,1,No,No,37.56,3214.11,Yes,4.52
STD00279,Student_279,Male,24,ME,8,81.48,20,23,46,89,2.5,Pass,0,No,Yes,43.56,7065.36,No,2.52
STD00280,Student_280,Female,23,Textile,4,80.19,10,38,59,107,3.3,Pass,0,Yes,Yes,83.0,5282.09,No,4.38
STD00281,Student_281,Female,18,CE,7,80.52,28,47,33,108,3.3,Fail,1,Yes,Yes,99.08,7934.62,Yes,3.87
STD00282,Student_282,Female,21,BBA,3,82.93,23,38,33,94,3.0,Pass,0,No,Yes,74.61,2953.19,Yes,3.68
STD00283,Student_283,Female,22,EEE,2,85.56,27,29,66,122,3.7,Fail,2,No,No,57.7,4522.83,Yes,0.61
STD00284,Student_284,Male,24,Textile,7,100.0,21,29,68,118,3.3,Fail,1,No,No,60.1,6303.15,Yes,3.75
STD00285,Student_285,Female,23,EEE,6,90.23,19,33,65,117,3.3,Fail,1,Yes,No,37.66,5943.48,No,1.54
STD00286,Student_286,Male,21,EEE,2,92.2,27,20,44,91,3.0,Fail,1,No,No,19.37,3412.49,Yes,2.03
STD00287,Student_287,Male,20,CSE,5,80.32,12,35,51,98,3.0,Fail,1,No,No,74.69,5675.32,Yes,0.5
STD00288,Student_288,Male,21,BBA,3,99.87,13,41,40,94,3.0,Fail,2,No,Yes,23.4,5133.79,Yes,0.89
STD00289,Student_289,Male,21,BBA,2,86.34,18,39,65,122,3.7,Fail,1,No,No,49.56,2726.94,Yes,2.25
STD00290,Student_290,Female,20,Textile,1,84.85,21,24,61,106,3.3,Pass,0,Yes,Yes,57.74,7757.82,Yes,4.37
STD00291,Student_291,Male,22,BBA,1,67.12,18,33,48,99,3.0,Fail,2,Yes,No,43.41,1000.0,Yes,4.35
STD00292,Student_292,Male,24,BBA,3,92.08,18,37,45,100,3.0,Fail,2,No,No,74.21,3868.78,Yes,2.75
STD00293,Student_293,Male,20,BBA,7,94.32,25,27,39,91,3.0,Fail,2,No,Yes,59.68,6779.51,Yes,1.65
STD00294,Student_294,Female,18,Textile,5,94.03,14,29,46,89,2.5,Pass,0,No,No,50.88,6445.41,Yes,2.71
STD00295,Student_295,Female,19,ME,6,70.97,14,22,35,71,2.0,Fail,0,Yes,Yes,71.17,4580.76,Yes,1.51
STD00296,Student_296,Female,24,BBA,3,94.4,23,49,62,134,3.7,Pass,0,Yes,No,66.66,2017.9,Yes,3.23
STD00297,Student_297,Female,17,BBA,5,81.89,29,42,49,120,3.7,Fail,1,Yes,Yes,76.73,3048.25,Yes,3.29
STD00298,Student_298,Male,20,CSE,1,72.43,23,44,43,110,3.3,Fail,2,No,No,51.52,2824.74,Yes,5.68
STD00299,Student_299,Male,20,CSE,2,100.0,24,44,57,125,3.7,Pass,0,No,No,76.63,1316.44,Yes,4.5
STD00300,Student_300,Female,21,BBA,4,100.0,25,27,69,121,3.7,Fail,2,No,No,66.09,8199.48,No,2.53
STD00301,Student_301,Male,18,ME,2,91.52,16,34,35,85,2.5,Fail,1,No,Yes,74.14,9081.68,Yes,3.0
STD00302,Student_302,Male,23,BBA,1,90.24,20,33,48,101,3.0,Fail,2,No,No,78.98,3534.17,No,5.92
STD00303,Student_303,Male,23,BBA,6,100.0,13,22,35,70,2.0,Fail,2,No,No,75.16,1146.01,Yes,3.94
STD00304,Student_304,Female,21,BBA,7,80.13,14,34,34,82,2.5,Fail,1,No,Yes,60.02,5323.64,Yes,4.65
STD00305,Student_305,Female,22,CE,1,100.0,23,40,31,94,3.0,Fail,2,No,No,66.3,5096.25,Yes,2.59
STD00306,Student_306,Male,24,ME,2,85.42,18,45,35,98,3.0,Pass,0,No,No,78.96,6897.19,Yes,3.38
STD00307,Student_307,Female,20,EEE,2,94.96,18,20,43,81,2.5,Pass,0,No,Yes,40.35,5482.78,No,4.49
STD00308,Student_308,Female,24,BBA,6,90.39,20,26,43,89,2.5,Pass,0,Yes,No,64.67,5264.79,Yes,3.15
STD00309,Student_309,Female,24,EEE,6,74.94,28,46,59,133,3.7,Fail,2,No,No,18.63,2861.45,Yes,3.88
STD00310,Student_310,Female,20,ME,1,85.2,28,33,69,130,3.7,Fail,1,No,No,56.28,4651.36,Yes,2.46
STD00311,Student_311,Female,21,BBA,2,99.84,21,23,53,97,3.0,Fail,1,No,Yes,12.75,7103.73,Yes,4.97
STD00312,Student_312,Male,24,EEE,7,77.27,24,33,59,116,3.3,Pass,0,No,No,45.32,8403.85,Yes,0.5
STD00313,Student_313,Female,20,Textile,4,98.6,11,28,40,79,2.5,Fail,1,No,Yes,24.21,5324.14,Yes,4.22
STD00314,Student_314,Male,22,EEE,8,91.64,21,29,43,93,3.0,Pass,0,No,No,81.19,5852.36,Yes,2.24
STD00315,Student_315,Male,24,ME,4,71.9,12,43,51,106,3.3,Fail,2,No,No,47.39,4540.11,Yes,1.98
STD00316,Student_316,Female,19,BBA,3,85.0,24,29,32,85,2.5,Fail,2,No,Yes,39.66,6004.36,Yes,0.5
STD00317,Student_317,Male,17,CE,4,84.5,23,26,58,107,3.3,Fail,2,No,No,64.51,1833.29,Yes,1.41
STD00318,Student_318,Male,17,ME,1,74.8,28,34,37,99,3.0,Fail,2,No,Yes,45.16,6742.83,Yes,5.2
STD00319,Student_319,Male,17,CE,1,88.01,12,45,36,93,3.0,Fail,1,No,No,34.37,8725.52,Yes,1.86
STD00320,Student_320,Female,19,BBA,3,71.43,24,47,53,124,3.7,Fail,2,Yes,No,54.47,4715.99,Yes,4.98
STD00321,Student_321,Female,20,EEE,7,93.78,20,23,34,77,2.5,Pass,0,Yes,Yes,29.15,5728.25,Yes,3.47
STD00322,Student_322,Male,21,Textile,5,76.12,18,37,49,104,3.0,Pass,0,No,No,99.13,2867.87,Yes,0.5
STD00323,Student_323,Female,23,Textile,7,81.87,16,35,34,85,2.5,Fail,1,No,No,62.61,7653.59,Yes,2.42
STD00324,Student_324,Female,18,ME,3,84.97,16,38,35,89,2.5,Pass,0,No,No,73.17,4313.92,Yes,3.01
STD00325,Student_325,Female,20,ME,5,100.0,16,27,57,100,3.0,Pass,0,Yes,No,85.42,3305.29,Yes,3.39
STD00326,Student_326,Female,19,ME,5,72.35,26,35,44,105,3.3,Fail,1,No,Yes,86.48,5430.74,Yes,4.2
STD00327,Student_327,Male,24,CSE,2,79.97,13,25,55,93,3.0,Fail,1,No,Yes,73.92,3992.99,Yes,4.18
STD00328,Student_328,Male,22,Textile,6,86.54,13,38,50,101,3.0,Fail,1,No,Yes,52.79,3595.32,Yes,0.5
STD00329,Student_329,Female,19,Textile,4,84.35,16,29,50,95,3.0,Fail,1,No,No,65.01,3289.36,Yes,4.96
STD00330,Student_330,Female,24,BBA,7,86.1,11,46,38,95,3.0,Fail,1,No,Yes,61.33,1212.06,Yes,5.16
STD00331,Student_331,Male,23,CSE,5,82.95,14,32,39,85,2.5,Pass,0,No,No,61.93,2691.27,Yes,3.93
STD00332,Student_332,Male,17,ME,8,87.8,19,35,54,108,3.3,Fail,1,Yes,No,70.16,7785.47,Yes,4.37
STD00333,Student_333,Female,20,ME,2,65.4,27,21,50,98,3.0,Fail,2,No,No,63.91,6854.61,Yes,4.99
STD00334,Student_334,Male,23,CE,3,99.16,23,27,63,113,3.3,Fail,1,No,No,51.86,4810.99,Yes,2.41
STD00335,Student_335,Female,17,CSE,8,84.29,12,28,60,100,3.0,Fail,1,No,No,100.0,4862.96,Yes,3.81
STD00336,Student_336,Female,18,EEE,3,100.0,12,26,31,69,2.0,Fail,2,No,No,33.37,2222.61,Yes,3.44
STD00337,Student_337,Male,24,Textile,8,81.63,28,24,69,121,3.7,Fail,2,No,No,66.45,7064.28,Yes,3.64
STD00338,Student_338,Male,24,BBA,7,95.35,22,49,45,116,3.3,Fail,2,No,No,72.92,3838.01,Yes,3.14
STD00339,Student_339,Female,22,EEE,7,77.54,16,27,64,107,3.3,Fail,2,Yes,No,85.12,6413.2,Yes,2.87
STD00340,Student_340,Female,17,EEE,5,85.43,15,48,60,123,3.7,Fail,1,No,No,57.32,4211.61,Yes,4.47
STD00341,Student_341,Male,18,BBA,7,74.96,29,22,41,92,3.0,Fail,2,Yes,No,73.69,3521.19,Yes,2.51
STD00342,Student_342,Female,24,ME,2,81.81,22,32,52,106,3.3,Pass,0,Yes,No,53.67,8364.8,Yes,2.23
STD00343,Student_343,Male,19,Textile,1,77.68,14,39,67,120,3.7,Pass,0,No,No,80.17,4853.3,Yes,3.53
STD00344,Student_344,Female,17,CE,7,89.96,15,46,46,107,3.3,Fail,1,No,No,66.25,6692.7,Yes,2.17
STD00345,Student_345,Male,17,ME,6,100.0,21,38,43,102,3.0,Fail,2,No,No,76.23,5843.88,Yes,4.5
STD00346,Student_346,Male,21,ME,6,89.51,17,31,62,110,3.3,Fail,2,No,No,66.79,3489.47,No,0.5
STD00347,Student_347,Male,22,CSE,4,100.0,27,48,35,110,3.3,Pass,0,No,Yes,54.51,7268.63,No,5.64
STD00348,Student_348,Female,22,EEE,5,92.07,24,38,52,114,3.3,Fail,2,No,Yes,33.81,2924.91,Yes,0.5
STD00349,Student_349,Female,23,EEE,1,75.67,17,27,60,104,3.0,Fail,2,Yes,Yes,37.09,3814.49,Yes,5.12
STD00350,Student_350,Male,19,Textile,8,100.0,22,38,69,129,3.7,Pass,0,No,Yes,47.33,2873.4,Yes,1.63
STD00351,Student_351,Female,21,EEE,4,94.11,16,25,34,75,2.5,Fail,2,Yes,No,56.59,4674.24,Yes,4.15
STD00352,Student_352,Male,23,CE,8,71.08,25,26,32,83,2.5,Pass,0,No,Yes,72.49,5113.91,Yes,2.38
STD00353,Student_353,Male,18,CE,1,84.79,29,36,67,132,3.7,Fail,1,No,Yes,60.17,2659.17,No,4.16
STD00354,Student_354,Female,23,CE,6,93.04,14,34,57,105,3.3,Fail,2,No,Yes,72.44,3401.33,Yes,1.19
STD00355,Student_355,Female,18,BBA,2,90.64,29,33,60,122,3.7,Fail,1,No,No,86.45,4683.02,No,3.29
STD00356,Student_356,Male,19,Textile,7,93.01,24,34,46,104,3.0,Pass,0,No,No,49.54,7147.56,Yes,1.78
STD00357,Student_357,Female,24,CE,5,95.18,24,46,51,121,3.7,Fail,1,No,No,89.54,3118.12,Yes,0.5
STD00358,Student_358,Female,22,CSE,1,78.99,10,27,42,79,2.5,Pass,0,No,No,4.35,6598.02,No,3.55
STD00359,Student_359,Male,24,CSE,8,90.06,13,27,50,90,3.0,Fail,1,Yes,No,66.46,3438.92,Yes,2.47
STD00360,Student_360,Male,18,ME,1,87.14,29,46,50,125,3.7,Fail,1,No,No,69.14,5951.17,Yes,2.02
STD00361,Student_361,Female,19,ME,1,82.47,13,39,35,87,2.5,Fail,2,No,Yes,71.41,7427.83,Yes,0.85
STD00362,Student_362,Male,24,Textile,6,93.36,24,43,39,106,3.3,Pass,0,No,No,84.0,7288.8,Yes,2.76
STD00363,Student_363,Male,23,ME,5,86.97,12,25,69,106,3.3,Fail,2,No,No,76.91,5041.54,No,5.63
STD00364,Student_364,Female,18,ME,2,96.18,15,42,43,100,3.0,Pass,0,No,No,77.45,5091.21,Yes,4.07
STD00365,Student_365,Male,20,CSE,2,88.1,23,22,52,97,3.0,Fail,1,No,No,17.71,1606.98,Yes,3.86
STD00366,Student_366,Male,17,ME,1,81.77,11,35,36,82,2.5,Fail,1,Yes,No,46.66,7396.73,Yes,2.3
STD00367,Student_367,Female,23,CSE,2,86.6,25,22,53,100,3.0,Pass,0,No,No,54.32,3342.59,Yes,5.4
STD00368,Student_368,Female,22,CE,4,91.82,12,32,44,88,2.5,Pass,0,Yes,Yes,74.83,3996.61,Yes,1.24
STD00369,Student_369,Male,24,CE,2,85.39,29,46,52,127,3.7,Pass,0,No,No,77.75,6083.15,Yes,0.78
STD00370,Student_370,Male,23,Textile,1,80.58,15,45,34,94,3.0,Pass,0,No,Yes,42.51,2213.62,No,4.99
STD00371,Student_371,Female,20,BBA,4,86.6,12,34,49,95,3.0,Fail,2,Yes,No,68.62,5211.4,Yes,1.95
STD00372,Student_372,Female,19,ME,8,99.27,24,29,39,92,3.0,Pass,0,Yes,No,40.07,8430.3,No,3.5
STD00373,Student_373,Female,19,CE,5,91.69,14,28,52,94,3.0,Pass,0,No,Yes,72.6,7265.68,Yes,1.48
STD00374,Student_374,Female,23,CE,3,88.65,10,45,56,111,3.3,Pass,0,No,No,78.49,4184.35,Yes,5.3
STD00375,Student_375,Male,20,Textile,6,83.11,26,34,60,120,3.7,Fail,1,No,No,84.58,7612.14,Yes,2.96
STD00376,Student_376,Female,24,EEE,2,87.17,29,45,35,109,3.3,Fail,2,No,Yes,35.36,5656.89,Yes,1.54
STD00377,Student_377,Female,23,EEE,7,75.49,21,31,42,94,3.0,Fail,1,No,Yes,43.96,7982.33,Yes,1.71
STD00378,Student_378,Male,17,Textile,4,83.22,29,47,57,133,3.7,Pass,0,No,Yes,6.28,2307.96,Yes,3.05
STD00379,Student_379,Female,17,CSE,3,90.31,19,44,45,108,3.3,Fail,2,No,Yes,76.96,7384.2,Yes,2.39
STD00380,Student_380,Male,21,BBA,5,86.11,11,47,46,104,3.0,Fail,1,No,No,86.78,6794.54,Yes,2.05
STD00381,Student_381,Female,18,Textile,3,81.3,17,38,60,115,3.3,Fail,2,No,No,40.03,5265.42,No,4.77
STD00382,Student_382,Female,21,EEE,8,72.77,28,28,39,95,3.0,Fail,1,No,Yes,43.59,4388.85,Yes,3.76
STD00383,Student_383,Female,24,BBA,5,83.77,25,22,60,107,3.3,Pass,0,No,Yes,80.44,1607.66,Yes,4.48
STD00384,Student_384,Male,17,CE,1,77.62,28,32,68,128,3.7,Pass,0,No,No,54.5,6107.16,No,4.34
STD00385,Student_385,Male,20,Textile,1,84.73,18,23,35,76,2.5,Pass,0,Yes,Yes,83.88,7303.74,Yes,1.98
STD00386,Student_386,Female,18,CSE,6,87.81,17,22,49,88,2.5,Fail,2,No,Yes,59.27,2101.5,Yes,3.91
STD00387,Student_387,Male,24,BBA,6,99.45,26,24,50,100,3.0,Pass,0,No,Yes,71.12,6716.68,Yes,2.65
STD00388,Student_388,Male,20,EEE,5,94.3,24,47,45,116,3.3,Pass,0,Yes,No,46.68,5036.02,Yes,0.5
STD00389,Student_389,Male,24,CE,3,87.39,11,39,54,104,3.0,Fail,1,No,No,60.57,5158.28,Yes,0.7
STD00390,Student_390,Male,21,Textile,6,100.0,13,28,68,109,3.3,Pass,0,No,No,7.37,5767.03,Yes,1.11
STD00391,Student_391,Male,19,ME,8,89.06,15,37,65,117,3.3,Fail,2,No,Yes,98.09,8827.43,Yes,2.87
STD00392,Student_392,Male,20,CE,2,77.85,24,29,63,116,3.3,Fail,2,No,Yes,71.27,5010.43,Yes,0.7
STD00393,Student_393,Female,21,EEE,3,82.85,22,43,37,102,3.0,Fail,1,No,No,54.34,5404.12,Yes,2.59
STD00394,Student_394,Female,21,Textile,6,100.0,12,38,43,93,3.0,Pass,0,Yes,No,51.03,4728.18,Yes,2.25
STD00395,Student_395,Male,21,EEE,3,77.82,29,34,52,115,3.3,Fail,1,No,Yes,29.85,2935.54,Yes,2.41
STD00396,Student_396,Female,19,ME,7,81.99,25,44,41,110,3.3,Pass,0,No,No,38.45,3626.08,Yes,4.72
STD00397,Student_397,Female,19,CE,2,95.0,23,37,49,109,3.3,Fail,1,Yes,No,67.53,4667.05,No,3.07
STD00398,Student_398,Female,23,BBA,3,76.18,13,26,53,92,3.0,Fail,1,No,No,59.93,5638.43,Yes,5.14
STD00399,Student_399,Female,19,BBA,3,95.3,19,41,42,102,3.0,Pass,0,No,No,74.87,9668.07,Yes,4.6
STD00400,Student_400,Male,18,CE,4,96.65,13,43,62,118,3.3,Fail,1,No,No,38.66,3485.03,Yes,0.87
STD00401,Student_401,Female,19,BBA,5,87.89,21,22,63,106,3.3,Pass,0,No,No,86.59,6566.99,Yes,3.99
STD00402,Student_402,Female,19,Textile,1,100.0,14,41,61,116,3.3,Fail,1,No,No,46.15,7273.62,Yes,1.8
STD00403,Student_403,Male,19,CE,6,83.35,13,46,58,117,3.3,Fail,1,No,No,39.24,6151.58,Yes,2.51
STD00404,Student_404,Male,24,CE,7,94.4,18,21,56,95,3.0,Fail,2,No,Yes,49.72,7612.8,Yes,3.77
STD00405,Student_405,Female,20,EEE,6,61.38,29,48,67,144,4.0,Fail,2,No,No,90.56,5352.83,Yes,2.35
STD00406,Student_406,Female,19,CSE,6,91.73,10,30,42,82,2.5,Fail,2,No,No,75.92,5007.88,Yes,5.21
STD00407,Student_407,Female,18,EEE,5,98.51,25,45,51,121,3.7,Fail,1,No,Yes,39.99,7850.37,Yes,5.51
STD00408,Student_408,Female,24,BBA,3,93.07,17,48,36,101,3.0,Pass,0,No,Yes,44.64,3382.62,Yes,2.86
STD00409,Student_409,Female,21,CSE,2,81.26,22,34,36,92,3.0,Fail,1,No,No,13.13,7250.87,Yes,2.55
STD00410,Student_410,Female,20,CE,2,70.08,27,45,58,130,3.7,Fail,2,Yes,No,69.6,6259.64,Yes,3.81
STD00411,Student_411,Male,17,BBA,1,96.59,10,26,69,105,3.3,Fail,1,Yes,Yes,55.07,8366.93,Yes,0.5
STD00412,Student_412,Female,24,ME,1,76.72,16,38,43,97,3.0,Pass,0,No,Yes,44.61,3704.39,Yes,1.51
STD00413,Student_413,Female,19,BBA,1,78.05,23,24,31,78,2.5,Fail,1,Yes,No,89.1,3992.85,No,1.54
STD00414,Student_414,Male,24,CSE,2,82.38,17,38,36,91,3.0,Fail,1,No,No,100.0,5530.67,Yes,0.54
STD00415,Student_415,Male,23,CSE,3,91.72,25,29,46,100,3.0,Fail,1,No,No,67.52,3511.5,No,1.24
STD00416,Student_416,Male,23,CE,1,97.16,23,34,62,119,3.3,Pass,0,Yes,No,66.11,3418.38,Yes,6.19
STD00417,Student_417,Male,24,Textile,1,100.0,19,20,51,90,3.0,Pass,0,Yes,No,64.52,8273.31,Yes,1.19
STD00418,Student_418,Female,21,ME,7,86.67,18,36,43,97,3.0,Fail,2,No,No,59.95,5975.38,Yes,6.06
STD00419,Student_419,Female,21,CE,2,88.32,29,29,30,88,2.5,Pass,0,No,No,30.81,6116.09,Yes,4.69
STD00420,Student_420,Female,20,ME,6,89.91,16,23,37,76,2.5,Fail,1,No,No,45.21,2431.73,No,0.5
STD00421,Student_421,Female,23,ME,3,80.63,14,40,37,91,3.0,Pass,0,Yes,Yes,59.26,4772.75,Yes,1.78
STD00422,Student_422,Female,17,CE,1,92.45,23,36,58,117,3.3,Fail,2,Yes,No,78.12,7356.78,Yes,4.32
STD00423,Student_423,Female,22,BBA,8,79.59,27,29,46,102,3.0,Pass,0,No,No,53.2,6971.55,Yes,1.09
STD00424,Student_424,Male,23,EEE,3,96.62,28,31,56,115,3.3,Fail,2,No,Yes,91.7,6775.0,Yes,4.78
STD00425,Student_425,Female,24,ME,4,75.74,17,30,37,84,2.5,Pass,0,No,No,81.87,9221.75,Yes,3.46
STD00426,Student_426,Male,23,CSE,6,94.36,19,22,35,76,2.5,Fail,1,No,No,59.32,1824.82,Yes,5.03
STD00427,Student_427,Male,18,CE,6,94.52,20,38,59,117,3.3,Fail,1,No,Yes,56.18,6665.31,Yes,4.85
STD00428,Student_428,Female,22,Textile,8,70.06,14,37,52,103,3.0,Fail,1,No,Yes,65.83,5560.33,Yes,1.45
